"length ball, not much of movement, as Imam lets it go"
"length ball, a hint of away swing, and Imam comes forward and defends"
"drifts down the leg side, and allows him to glance down to fine leg"
"tossed up, and full, and Sarfraz looks to guide it towards point"
"tossed up, and he is able to reach out and drive it through mid-off"
"tossed up outside leg, and then turns back in, and Azam is able to dead-bat it with a slightly open stance"
"fired in a bit quicker, and he goes back and defends"
"fired in straight, and he guides it with soft hands towards midwicket"
"tossed up, and he drives it down towards the deep mid-off (not deep enough to be long-off)"
"length ball, angles across him, and he pokes at it towards point off the backfoot"
"a little short, and he does well to use the pace of the ball and guide it past gully down to third man"
"angles in from wide of the crease, and he comes forward and defends it comfortably"
"full ball, and he defends off the front foot"
"full ball, outside off, and he drives it firmly, but straight to mid-off"
"length ball, but strays on to the pads, and he can tuck it away with a tidy flick down to fine leg"
"length ball, and he goes on to the back foot and clips it away on the onside"
"length ball, and he goes back and cuts, but cannot beat point"
"tossed up, and nearly yorks Sarfraz, who drives back to the bowler"
"outside off, turning further away, and he eases it towards point"
"tossed up, and he looks to go back to this and drive it through covers"
"shorter in length, and this time he gets it past Nicholls at cover"
"angles across him, on a good length, and he is happy to shoulder arms to this"
"length ball, and he looks to do an old-fashioned tip and run, but realises the ball has dropped far too close to Boult"
"length ball, and he defends it off the back foot on to the legside"
"length ball, straightening back into him, and he does well to get some bat into it, going towards short midwicket. Good spell this from Boult..."
"pitched up, and a hint of swing back in again! Takes the inside edge, and <em>could have gone anywhere</em>. Just bouncing over the offstump."
"angles across him, and moves further away, as he lets it pass"
"outsde off, and he takes it on the full to squirt it away past point"
"<strong>GOOD SHOT STRAIGHT DOWN THE GROUND!</strong> Some flight on offer, and he goes down the pitch and lofts him over the vacant mid-on region"
"length ball, with some turn on offer. Sarfraz defends it watchfully from the crease"
"uses his feet, and Ajaz alters his length by bowling it full. Sarfraz pushes it away through cover"
"length ball, that he looks to work against the turn down to fine leg"
"tossed up, and he defends it from the crease"
"length ball, and he can only drop it on offstump, straight towards point"
"length ball, outside off, and Sarfraz miscues an almighty heave towards mid-off. The ball trickles down the wicket on the legside"
"slower through the air, outside off, and he looks to nurdle it down towards third man, but cannot beat point"
"outside off, and he has a swing and a miss, as the ball keeps a tad bit low"
"slower ball on offstump, and he dabs and runs. Tom Latham has a shy at the striker's end, and <strong>doesn't miss by much</strong>! Azam would have been a goner had this hit!"
"length ball on off stump, and he defends off the crease"
"tossed up, and he presses forward to defend"
"tossed up, and he opens up his stance to drive it down to long-off."
"length ball, and he defends it off the crease"
"fired in quicker, and he chooses to defend it off the crease"
"tossed up, and he guides it towards third man with the tide, off the backfoot"
"tossed up, and he flicks it away to short midwicket"
"length ball, and he presses forward to defend"
"length ball, and Azam <strong>takes the ball down on the offside with a dead bat, and sets off</strong>! Sent back in time, thankfully, otherwise, we would have seen another good innings come to an end with a brain-fade"
"length ball, slower through the air, on off-stump, that he looks to dab towards third man, but cannot beat point"
"shorter in length, and as Azam plays this defensively, he seems to pull away in some pain. Cramps?"
"pitched up, and he presses forward and defends."
"ptiched fuller, and he drives it to mid-on"
"tossed up, and he uses his feet to get to the pitch of it, and whip it away nonchalantly through midwicket. Aerial, but safe, as there's no fielder in that position"
"tossed up, and he comes forward to defend"
"length ball, and he dabs it with an open face down to third man"
"uses his feet, but Ajaz adjusts his length, and forces Azam to smother the ball straightening from leg"
"short ball, he goes back and forces it towards point"
"angles down the leg side, and allows him to dab it away towards square leg."
"length and in at middle stump, punched on the up to mid-on"
"length ball outside off, sliced to backward point"
"length outside off, walks down at it and looks to loft it over mid-off. Ends up slicing it high and wide of him, but not with enough force"
"slower ball at a length on off stump, walks down and checks the shot to get this to mid-off"
"slower ball at a length on off stump, driven with the turn to extra cover"
"length ball outside off, mistimed punch on the up to cover point"
short and turning away wide outside off. Guides it to short third's left
"short and wide outside off, cut straight to extra cover"
"short of a length outside off, jabbed to sweeper cover with the turn"
"googly, short and down leg side. Pulls to long leg"
<b>clears the midwicket boundary.</b> That's very short and sits up nicely outside off. Holds a strong base and creams this pull
"length ball turning away from off, jabbed to short third off the thick outside edge"
"length ball just outside off, left alone"
"nicely played. Full ball at middle and leg. Watches it closely and whips it wide of mid-on. The ball races away, well visible as it reflects the floodlights"
"length ball wide outside off, left alone"
"length at off stump, blocked on the front foot"
"short of a length just outside off, left alone"
"length ball wide outside off, left alone"
"full inswinger floats onto his pad. He falls over a touch with the stride across, but he's watching it closely as he flicks through square leg"
"length ball wide outside off, left alone"
"short of a length just outside off, left alone"
"length ball wide outside off, left alone"
"short and wide outisde off, looks to chop at this and it skids from under the bat"
"short of a length and wide outside off, left alone"
"nicely timed. Length ball just outside off. He leans in and taps it on the up, fully balanced as he does so. It dribbles through extra cover and Azhar Ali gives chase from mid-off. Puts in a slide and pulls it back, but his hand is jammed between the ball and the boundary padding as he does so"
"length at middle stump, defended solidly down the pitch"
"short and wide outside off, left alone"
"short at off stump, defended solidly off the back foot"
"length at off stump, defended to point off the front foot"
"length ball jags away from middle stump, but he's behind this nicely to defend into the covers"
"length ball just outside off, defended to midwicket off the inside half"
"length ball just outside off, big inside edge onto pad as he looks to defend"
"length outside off, blocked into the covers"
"length ball in the corridor, left alone"
"length ball outside off, left alone"
"length ball just outside off, defended solidly into the covers"
"floated up at off stump, blocked on the front foot"
"length on leg stump, lots of time to get back and defend this"
"full on leg stump, flicked through midwicket"
"full on leg stump, nicely forward to defend down the pitch"
"full on leg stump, driven straight to mid-on"
"length ball angled in at leg stump, defended to short leg"
"<b>well played.</b> Nice and confident from Raval so far. This is full on the pads from over the wicket, he leans into it and flicks cleanly to the midwicket boundary"
"length ball down at leg stump, flicked to deep backward square"
"length at leg stump, gets deep in the crease and tucks it through square leg"
length ball at middle and off. Inside edge onto pad falls short of the fielder on the leg side
"short of a length ball at off stump, spins down leg side"
"length outside off, gets the front leg well outside off and defends"
"full outside off, defended off the outside half as he plays slightly inside this"
<b>beaten.</b> Length ball drifts in outside off and rips away as he looks to block
"tossed up on off stump, driven with the turn to mid-off"
"length on middle stump, blocked on the front foot"
short of a length and in at middle stump. Punched to mid-on off the back foot
"full on middle stump, dead-batted on the front foot"
short of a length and turning into leg stump. Gets on the back foot and tickles it behind square
"full outside off, carves it off the outside half to point's right"
"length ball, flat and turning sharply into the pads. Deflected between keeper and leg slip"
"full outside off, big stride ahead to defend"
"full outside off, defended into the off side"
"length ball on middle stump, flicked to short leg off the back foot"
length ball skids back into the corridor. Left alone
"short of a length just outside off, defends onto his boot off the back foot"
"short of a length outside off, tapped to backward point's left"
length ball turning away from off stump. Defended off the back foot
length ball skids on at an off stump. Looks to defend off the back foot. Gets it off the inside edge
"length on off stump, blocked on the front foot"
"length ball, straight, and he defends"
"length ball, angles across him, and keeps low as he shoulders arms to it"
"length ball, and he defends"
"length ball, that angles across him, and he lets it pass"
"length ball, a bit straighter this, and he flicks it away to square leg"
"strays down leg, but Latham cannot get a bat to it as he shapes to glance"
"length ball, shapes across him after pitching, and he leaves it"
"angles across him, and is pitched up, and he drives towards cover"
"shorter in length, and he goes back and defends a straight ball"
"pitched up, and he drives it towards cover as the ball slants across him"
"length ball, straighter, and he goes back and pushes it away towards short midwicket"
"angles across him, and he lets it pass"
"length ball, outside off, and he lets it pass"
"length ball, angles across him, and he shoulders arms to it. Low bounce yet again through to Sarfraz..."
"pitched up, and he comes forward to defend. Oversteps in the process, though"
"length ball, straightens into him, and he flicks it away off his hips. Better from Abbas - at least he is forcing Latham to play at the ball"
"length ball, and this time starts and stays outside off, and he can shoulder arms to it"
"pitched up, and angles into him, and he presses forward to defend"
"length ball, outside off, and he shoulders arms to it"
"<strong>DROPPED!</strong> This is angled across Raval, and he pokes at it and it goes to second slip. It was dying along the way, but the man at second slip, Asad Shafiq, should have done better. Just didn't stay low enough"
"length ball, and defends it off the back foot"
"length ball, outside off, and he defends from the crease"
"length ball, angled from leg towards off, and Raval takes a good look at it and then makes an exaggerated leave"
"length ball, on offstump, and he presses forward to defend"
"length ball, and he drives it back to the bowler, who half-stops it"
"length ball, straightens into him, and he presses forward to defend it right under his nose"
"pitched up a bit more, still outside off stump, and he presses forward to drive it on the onside"
"length ball, and he stays in the crease and taps it away on the onside after rising on his toes"
"length ball, just on offstump, and Latham gets behind the line and drops it dead at his feet"
"length ball, and he can comfortably go back and drop it defensively on the onside"
"pitched up, and he drives towards cover"
"length ball, straight, and he goes back to defend"
"pitched up, and he drives it straight back at the bowler. Hasan gets a hand to it"
"angles across him, on a good length, and he leaves it alone"
"pitched up, and angled across Raval, who leaves it alone"
"length ball, angles across him, and keeps a bit low as it goes through to Sarfraz. Raval is having none of it"
"length ball, angles across him and moves further away. <strong>Guess what Raval does?</strong> That's correct - leaves it alone!"
"tossed up, and he drives it straight back to the bowler"
"goes wide of the crease in trying to toss it into the footmarks, and Latham sweeps it down to fine leg, getting his feet behind the line of the ball"
"tossed up, and he presses forward to defend. Beats the inside edge, and thuds into the pad, but clearly would have gone down the legside"
"tossed up, and Raval tries to drive, and gets the inside part of the bat as it squirts away to short midwicket"
"wide of the crease, and tossed up, and he waits for it to come to him this time. Times it through covers"
"tossed up, and he presses forward to defend. It takes the inside of the bat and goes towards fine leg"
"length ball, angles across him, and he shoulders arms to it"
"length ball, and it angles across him, as he lets it pass through"
"angles across, and he leaves it"
"ptiched up, and gives some width in doing so. Raval eases into a cover drive"
"bowls from wide of the crease, angling it in, and Latham comes forward to defend"
"length ball, and he comes forward to defend as it moves into him with the natural angle"
"tossed up, and the turn beats his inside edge. Catches him on the pad as he stretches forward, but probably had an impact outside off"
"similar ball, turning back in from the rough, and beats the bat to strike pad. A louder appeal this time, but again impact should have been just outside off"
presses forward to defend another ball on a length outside off
"tossed up, and a bit fuller this time, and allows Raval to use his considerable reach to smother it"
comes forward to smother another ball pitched outside off and turning into him from the rough
"tossed up, and this time Raval is able to flick it along the ground through the midwicket region"
"length ball, but drifts into the pads, and he can flick it away towards square leg"
"shorter, and again strays a bit too straight, and Latham can tuck it away off his pads to the square leg region"
"length ball, outside off, and he shoulders arms to it"
"shorter, and straighter, and forces the batsman to go back and defend it straight down the wicket"
"length ball, outside off, and he is happy to shoulder arms to it"
"length ball, and he leaves outside off. There's decent bounce on this as it goes through to Sarfraz"
"tossed up, and he reverses it down to third man. Completely in control, as he rolls his wrists in picking that ball from outside off"
"starts from middle and turns big, and goes down the leg side"
"tossed up, and this time the conventional sweep. Good use of the wrists to get over the ball and keep it down, and played late too. Good way to counter Yasir, who should be the big threat on this pitch"
"length ball, and he plays it off the backfoot, with the turn, and soft hands"
tossed up and he drives it with the turn to mid-on
"big turn and bounce as it turns from outside off, and takes glove. Goes past the man at leg gully and trickles down to fine leg"
defends a length ball down the pitch
left alone outside off
"fuller of a length ball, straightens outside off, Raval pushes at it and gets an outside edge through the gap between the slips and gully"
taps it into the off side for a quick one
"straight length ball outside off, left alone"
"length ball that angles in from well outside off, left alone"
"flat, drifts in from outside off and spins down leg"
"back of a length ball, turning in, tucked off the hips to backward square leg"
"floated up on middle and off, swept behind square leg"
"<b>bowled him!</b> A little unfortunate as it was inadvertent, but you're always in with that risk to an unconventional shot such as the reverse sweep. Gets hit on the thigh with the impact outside off, but as the ball rolls back off the thigh and as he's completing the bat swing, the ball clips the back of the bat and then goes onto the stumps. A freak dismissal, but there was an element of risk involved that gave way to it"
forward to block a fuller ball to point
pushes this to mid-off on the front foot
"tails away a tad from a length outside off, left alone"
"good length, angled into off, blocked to point"
"back of a length, angled in towards off, defended from the crease"
"length ball, angling in towards off, gets opened up as he defends"
"full around off, defended"
<b>edged and through the slips</b>. That's a terrible shot! Pushes well away from the body and pushes hard.. flies past second slip
"a bit of room outside off, arches back and punches through point"
"length, spinning in, tucked to backward square leg"
"tossed up on middle, driven to cover"
"back of a length, spins away, chops a cut towards point"
"full, sliding into leg, defended"
"flighted on middle and off, driven out past the cover fielder"
"full outside off, driven to cover"
"back of a length on middle, defended from the crease"
gets forward and drives to point
"back of a length, angling into middle, taps it towards mid-on"
"fuller of a length outside off, pushed into point"
""
gets forward to a fuller ball and blocks
"flighted on middle, defended"
"tossed up on middle, drilled between midwicket and mid-on"
"spits in from a length, forces him back as he hurriedly tucks into the leg side"
"back of a length outside off, turns and bounces, kept out off the backfoot"
"pitched up around off, gets forward and defends"
"length ball, angled in towards off, defended off the inside of the bat into the on side"
"fuller of a length around off, blocked into the covers"
"fuller on off, pushed back off the front foot"
"length ball, coming into off, drilled straight down.. no run there"
"good length on off, defended towards mid-off"
"short of a length on off, defended off the backfoot"
"Latham's been done in by some turn and bounce.. comes into Latham from a length, he tries to stay in the crease and keep it down into the surface, but the bounce is too much and he pops a catch to short leg"
gets forward to a length ball and defends towards cover
"Taylor's been done in by a beauty, and this Test has come alive! Yasir's already making life miserable. Beautiful, beautiful delivery.. unplayable, really. Curving in towards middle and then turning past the outside edge with Taylor prodding forward and crashing into the stumps. Terrific stuff!"
"length ball, extra bounce as it spins into him from middle, defended"
"Yasir Shah's conjuring some magic here.. this is <b>unplayable stuff</b>, really! What a delivery! Flighted across more than a set of stumps outside off, spits in with venom to rip past the inside edge and smash the stumps. Nicholls gone for a duck. NZ in some serious strife!"
"pitched up outside off, gets forward and defends.. <b>triple-wicket maiden</b>"
""
defended down the pitch
""
"spins in from a length, nudged <b>one-bounce to leg slip</b>"
rocks back to a length ball and pulls to deep backward square
"full outside off, defended down the pitch"
"tossed up, and he pushes it away on the offside with the turn"
"tossed up, and he presses forward to defend"
"shorter, and he cuts it away to point"
"<strong>tossed up, and he drives. It's misfielded, and there's a run-out call at the non-striker's end!</strong> Gone! This is quite unfortunate, as the ball has taken a ricochet off the bowler's hands and then struck the stumps. Needless run that was attempted, since the ball was quite close to the man at extra cover"
played away defensively as the ball pitches on leg
"uses his feet and converts it into a full toss, and drives it through covers. The ball pulls up before Azhar Ali can clean up from mid-off"
"length ball, just outside off, and he plays it defensively towards point"
"a little shorter, on offstump, and he hangs back and then punches it through covers"
"length ball, outside off, and he comes forward to defend"
"length ball, outside off, and he lets it pass"
"pitched up, and straightens into him, and he half-presses forward and drives it to mid-off"
"<strong>GONE!</strong> Are they going to review it? No! Length ball, shapes back in and beats his forward defensive stroke and thuds into the pad. Going into hit the middle and leg! Get in on the act, Hasan! <b>This is BIFF! POW! SOCK! of the highest order from Pakistan!</b>"
"short ball, and he goes back and flicks it. The ball pulls up near the midwicket boundary though"
"length ball, and he goes back and drives it straight back down to Yasir"
"tossed up, and from wider of the crease, and Sodhi is able to defend it using his reach"
"tossed up, and he comes forward and smothers it outside off"
"tossed up, and yet again, he comes forward to defend"
tossed up and he defends away on the onside.
"length ball, on offstump, and he presses forward to defend"
"length ball outside off, and he comes forward to defend"
"length ball, and he blocks it after pressing forward"
"length ball, straighter this time, and he plays it away defensively on the legside"
"shorter in length, and this time he goes back and pushes it back down the wicket"
"length ball, jagging back in, and he presses forward to defend. Takes the inside of the bat, and drops near his feet"
"<b> YASIR HAS SIX!</b> Pitched on a good length and then turns sharply across him, as Sodhi plays off the backfoot and looks to cut. The ball catches the outside edge, and Sarfraz catches it nice and late. Yasir does the sajda. <b>New Zealand are crumbling here</b>"
"tossed up, but strays down leg, and he can tap it away on the full, virtually"
"<strong>tossed up, and goes straight on and raps him on the pad. They have reviewed this!</strong> It was fuller in length, and he made the mistake of playing back to it, but Yasir isn't normally a big turner of the googly. It looks like the flipper, and it looks like it pitched straight and then just went back in. No sign of an outside edge. Would be a goner! <b>Three reds in the review, and Yasir has SIX!</b>"
"tossed up, and he comes forward to defend"
"tossed up, pitches on middle and turns further away, and takes his pad as he looks to flick this"
"tossed up, and he comes forward and lofts this nicely against the turn over mid-on"
"full ball, but strays on to the pads, and he can whip it off his legs"
"length ball, but straying down the pads, and he can glance it"
"short and outside off, and he can poke it away towards backward point"
"<strong>great shot!</strong> Fuller and wider, and he eases into it, driving it through covers with minimum effort. Rockets away for four"
"length ball again, outside off, and he drives it straight down the wicket"
"length ball, angling into him, and he plays a terrific lofted flick. Almost carries over the midwicket fence! Counter-attack the best option for Williamson here, it would seem"
"<b>GONE AGAIN, AND MADE THE MISTAKE OF PLAYING FROM THE CREASE!</b> He has reviewed this one, as the length ball from outside off turned back in and beat his forward defensive prod. The only question seems to be whether the impact is in line and if the ball has turned too much. Replays suggest that it is fine on both counts, though! <b>Another wicket for Yasir, as Williamson looks in danger of running out of partners!</b>"
"tossed up, and he stretches forward to defend this"
"GONE AGAIN!<strong></strong> Tosses this up, and he comes out of his crease and then is left without a hope, much like an untethered camel. Sarfraz does the rest, and that is that for this innings!"
"length ball, just outside off, and he leaves it. Doesn't miss the top of offstump by much!"
"pitched up, but down the leg side, and he can glance it down to fine leg"
"angles across him, and he lets it pass"
"tossed up, and he looks to drive, but miscues it back on this pads"
"pitched up, and he can flick it away on the onside"
"length ball, that straightens after pitching and he plays it away on the onside"
"length ball, angling across off stump, goes past the outside edge"
""
"good length, angled across, left alone"
"length ball that goes pretty straight in the channel outside off, left alone"
"full, pushed across, leans into a drive to cover"
"fuller of a length on middle and leg, pushed down towards mid-on"
"fuller of a length on off, gets forward and defends"
"back of a length, angled across and beats the outside edge as he hangs the bat out"
"good length, slanted across off, left alone"
"length ball on off, defended off the front foot into the covers"
"back of a length, angled across and holding its line, left alone outside off"
"full on off, turned away behind square leg"
left alone outside off
"back of a length, very subtle movement off the fourth-stump channel and blazing past the outside edge"
"short of good length on off, gets on top of the bounce and knocks it to point"
"fuller of a length, slanted across and leaving him further, left alone"
"length, tails away from him, left alone"
lets it go outside off
"length on off stump, defended to mid-on"
"length on leg stump, flicked to square leg off the inside half"
"length outside off, defended onto the front pad off the inside half"
"length ball, angled sharply into off, defended"
"just back of a length, a bit of bat-pad as he tries to close the face and tuck it away"
"short of good length, angled in, tucked off the pads behind square leg"
"full and tight around off, defended"
"full, angled close to off but tails away late, left alone"
"shortish, angled into the hips, tucked away to backward square leg"
"good length, tight lines around off, defended back"
"back of a length outside off, shuffles across and defends off the backfoot"
"short of good length, angled in towards off, defended"
tucks a length ball off the pads to deep square leg
"pitched up and curving in towards off, blocked"
"spitting turn from outside off, heading down leg"
"length ball, spinning in, turned away to the on side"
gets across and blocks off the inside of the bat into the leg side
""
"back of a length, straightening outside off, defended off the backfoot"
"back of a length, spins away outside off, blocked"
presses forward to defend and gets an outside edge that <b>drops short of first slip</b>
""
"length, spins away towards off, defended"
"full and flighted into leg, defended"
"<b>has Raval been stumped here?</b> They check upstairs. Reckon he should be fine here, but touch and go. Actually, wait, from a second angle it looks out. On the line. What will the third umpire decide? Benefit of doubt? No, OUT! Top stuff, as always, from Yasir as he draws the batsman forward and gets it to spin in, past the outside edge and the keeper does the rest"
""
""
lunges forward to defend
gets forward and defends into the off side
"length ball, enough flight to draw him forward as he defends"
"full on middle and leg, defended"
"length on middle and leg, gets forward and blocks"
"length, sliding into middle and leg, defended"
"lots of flight, gives away a full toss that's drilled away past the left of long-on"
left alone outside off
""
shuffles across to a length ball and gets beaten on the outside edge as it spins in subtly
"full and flighted on middle, defended"
gets down to sweep and wears it on the pad but heading down leg with that angle and turn
"length, spinning in, defended"
"back of a length, spinning in, tucked to square leg"
""
blocks a fuller one on the front foot
"length, spinning in, tucked to midwicket"
"flighted on leg, defended"
advances to a full toss and drills it to mid-on
"back of a length, spins away, shuffles across and defends"
"spins away outside off, left alone"
tucked off the pads to deep midwicket
"full on middle, driven to cover"
"length, turns away, gets forward and defends"
"back of a length, tucked off the pads to deep midwicket, against the turn"
whips this with the turn past forward short leg
"length ball, sliding in, tucked to short leg"
"length, slider onto middle and leg, tucked into the square leg region"
"full and flighted outside off, leans into a drive to the left of extra cover"
""
left alone outside off
"pitched up outside off, defended"
"length ball, tucked into the on side"
"short, and he goes back and punches it to covers"
"tossed up, and he goes up on his toes and pushes it to covers with the tide"
"flighted more, and he presses forward to defend"
"tossed up, and starts from leg, and he drives it straight back"
comes forward to defend a length ball
"tossed up, and he drives it towards covers. A misfield allows him a single"
turns it away from length from Latham who goes back to steer it to point
leans forward this time to block the length ball on off stump
goes to the back foot again to let the ball turn away and pushes it gently towards point for a single
"turning in, Williamson goes back too and helps the ball with the turn to fine leg"
"tossed up on off stump, a forward lean from Latham to block it to off"
"outside off, Latham pushes at it and gets a thickish edge towards backward point"
"turning away from of stump, Williamson goes back and punches it into the covers"
"<strong>stays low</strong> as Sohail gets sharp turn from outside off, Latham defends it carefully on the back foot"
"lot of turn again from outside off from the rough, bit shorter and Latham wants to sweep but it goes fine and through Sarfraz's legs"
he goes down on a knee and drives the full ball through the covers for two more
the shorter length gives Latham time to go back and he tucks it to leg
"fuller on off stump, Latham pushes it down to mid-on off the front foot"
takes a tiny step out and drives the ball on the off side for one
goes on the back foot for the length ball and punches it firmly to cover point
"nicely flighted just outside off, Latham doesn't quite get behind it but manages to defend it towards silly point"
more solid from Latham as he goes back and defends it after it turns away a bit
leans forward properly to negate the turn and blocks it
"<strong>beaten</strong> outside off. Latham went back again, the ball turned way from length outside off and just missed the outside edge of the bat as Latham poked"
drives this one down to mid-on and takes off for a quick single
"turning sharply towards the leg side, not much bounce, and Latham helps it towards the vacant area in deep fine leg where a slide puts the ball in. But is clean? The third umpire is checking. Looks like the fielder's right leg touched the boundary when he's pushing the ball inside, four for Latham"
"turning in again, tucked to leg gully with the turn"
goes back in the crease again and helps the ball to leg gully again
"well outside off this time, the turn isn't as sharp and Latham defends it back from off"
pitched up now around off and Latham pushes it back
"tossed up, on a length, and he comes forward and smothers it"
skips down the track and whips the ball to mid-on
"tossed up, and he plays it with the turn from off to middle and turns it to square leg"
goes back and defends a length ball turning from middle away from him
"tossed up, and he comes forward and defends"
"tossed up, and he goes back and plays it dead by his feet"
"short, and he goes back and cuts it to point"
"tossed up, and starts from leg, and he eases into an on-drive. Very smooth from Williamson"
"length ball, and he stretches forward and defends it"
"shorter in length, and he goes back and whips it away on the onside. Doesn't get any strength behind the shot, though"
"wider, and he goes back and then has ample time to force it through covers. Could have played about three or four shots to that ball, so slow is the pitch!"
"tossed up, and he presses forward to defend it"
"tossed up, and he presses forward to defend"
"tossed up, and he presses forward to defend. Takes the outer edge of the bat, but he was keeping it down, as it runs towards third man"
"tossed up, on a good length, and he presses forward to smother the ball"
"<strong>DROPPED!</strong> Tossed up again, and invites the drive without getting to the pitch of the ball. Travels low and quick to Shafiq at first slip, who cannot hold on"
comes forward and defends a length ball on off stump
"short and wider, and he can go back and cut it away to point. There's a fielder three-quarters to the boundary, whose return almost results in an overthrow"
presses forward to a length ball and defends
"tossed up, and starts from leg, and he goes back and blocks it"
"short, and he cuts it using the pace of the ball to get it to race beyond the man at point. Excellent use of the turn and the pace on the ball. Williamson has batted really well in both digs today"
"tossed up, and this time he walks into a drive through the covers"
"tossed up, but the turn takes it down the leg side, and allows Latham to whip it away to square leg off his pads"
"tossed up, and he plays it away to the offside with soft hands"
"skips down the wicket and tries to loft him down to mid-on, miscues it somewhat but it won't carry to deep midwicket"
defends a length ball
comes forward and blocks a length ball
"tossed up, and he lets it pass, as it turns big from outside off to further away"
"tossed up, and he presses forward and defends with soft hands"
"fired in a bit quicker, and he goes back and punches it through covers"
"flatter, and also angles into him from around the wicket, and he can whip it away through midwicket"
"tossed up, and he comes forward and carefully defends a length ball"
"tossed up, and he sweeps, and it has struck Imam-ul-Haq. Might see a stoppage in play now"
"short and wide, and he can rock back and force it away square of the wicket on the offside"
"tossed up, from wide of the crease, and he goes forward and blocks"
"tossed up, and he presses forward and defends"
"tossed up, and he plays it along the ground towards midwicket with the turn"
comes forward and defends a length ball
goes back and punches a ball that was a little shorter and started from off
"tossed up, and this time he goes back to defend"
"tossed up, and he prefers to hang back and force it away towards point"
presses forward and defends a length ball
"flighted, and pitches on leg and straightens, and he comes forward to defend"
"<strong>great turn!</strong> They have referred this for caught behind. It pitches outside leg, and then appears to beat him all ends up as it turns past the edge, and the off-stump, but Yasir is keen on seeing if this has got bat first. Yes! There's a slight bump as the ball passes the bat. <strong>That could be the wicket and the match for Pakistan! Ten wickets for Yasir!</strong>"
"chips down the wicket to the first ball, and takes the ball on a half-volley and shovels it away towards midwicket. Ugly, but effective!"
"tossed up, and this time he stretches and defends on the legstump"
"tossed up, and he flicks it away on the onside after taking it on the full"
"a bit quicker and flatter, and he stretches to defend"
"tossed up, and he presses forward to smother it"
"tossed up, and he comes forward to defend"
comes forward and smothers a length ball on off stump
"tossed up, and fuller, and he comes forward and defends"
comes forward and defends a length ball
goes back and forces it away off the backfoot to point
"Pakistan review an lbw call. gets down to sweep and misses as the ball hits him on the pad. Seems to be pitching way outside leg before turning away and pinging him after getting underneath the glove. No inside edge, and pitching miles, miles outside leg. Mindboggling review"
"short and wide, slapped to point"
"tossed up on middle, gets forward and blocks"
""
"length ball, curved into middle and spitting away, beats the outside edge as he comes forward to defend"
"length, spins away towards off, defended"
gets forward and blocks into the covers
advances down the ground and clips wide of mid-on
""
tries to tuck it away and misses as it skips down leg
""
"width on offer outside off, stays back and cuts behind square"
"just back of a length, spinning away, shifts back and blocks into the off side"
"shortish, turn and bounce as it rips past the outside edge.. how many times has he done it today!"
"sliding fuller ball, nudged down to deep fine leg"
"spins in from a back of a length, stays back and defends"
gets down to sweep across the line but gets hit on the pad outside off
"short of a length, turns a mile down leg"
"fuller length, turns into him, gets forward and turns it away into the on side"
"short of a length, spinning in, shifts back and defends"
"floated up outside off, gets forward and gets an inside edge into the on side"
"length, turns away outside off, gets forward and defends"
left alone outside off after coming forward
"full outside off, driven bacl"
"short and spinning away, sitting up nicely outside off and he rocks back and crunches a pull to deep midwicket"
"full and flighted on leg, driven to mid-off"
tries to back away and force a cut but with no room chops it into the surface
"length, spins away outside off, comes forward and gets beaten"
gets down to sweep a length ball and gets a top-edge as it lobs over the vacant spaces at backward square
"full on middle and off, defended down the track"
"full, gets down to paddle sweep it fine"
""
gets forward and gets an inside edge past forward short leg
"looped up around off, gets forward and defends"
"short of a length, spins away, stays back and punches into the off side"
comes forward and defends to silly point
comes forward to a length ball and blocks
drills a fuller one to point
"tossed up and sliding down leg, gets down for a sweep and misses"
"length, spitting turn and bounce as he comes forward to defend"
"short and wide, rocks back and opens up to scythe a cut through point"
"short of a length, straightening around off, punched into the off side"
"nicely looped up outside off, lured forward and pushes away from the body as the ball spins past the edge"
gets forward and bunts it into the off side
"flighted around off, susses out the line and lets it go as it spins away"
"flighted on off, gets forward and defends"
"back of a length, spins away outside off, left alone"
"short and spins away outside off, cut to sweeper cover"
"tossed up, and he sweeps it from outside off. Really had to fetch that from a long way off"
"short, and turning away, and he goes back and forces it through point"
"turns into him from a length, and he can flick it away on the onside with ease"
"flighted, and he presses forward to drive it to mid-off"
"tossed up, and he forces it right off the middle of the bat towards cover"
"big turn from off towards leg, and he goes back and defends"
"flighted, and he looks to sweep it from outside off stump. Can only play it down towards a man at short fine leg"
"pitches on a good length, and takes the inside edge of the bat as Taylor presses forward. Goes low to the right of short leg, and along the ground in the end. Close!"
comes down the wicket and smothers the spin on a length ball
"tossed up, and he plays it defensively from the crease"
"tossed up, and turns big from middle down towards leg, and he can play this down towards fine leg"
"tossed up, and he sweeps it well. Makes sure he keeps the shot behind square, and the man at deep backward square leg is beaten easy!"
"tossed up, and starts from middle before turning beyond leg, and Latham fails to connect properly with a glance. It runs down past the man at leg gully towards fine leg"
"flighted, and he hangs back and cuts it towards point"
"flighted, and he plays it down defensively on the offside from the crease"
"short, and he rocks back and pulls it through midwicket. Oodles of time as the ball was banged in halfway down the pitch, and this is too slow a wicket to be doing that"
"short again, and he pulls it away in the same region. <strong>Almost an action replay, except that this time he connected even better</strong>!"
"uses his feet, and Yasir shortens the length, and he responds by dabbing it dead at his feet"
"length ball, outside off, and an easy leave for Latham"
"length, and some shape back into Latham, who gets on top of it to defend"
