"looks to swing it away from middle stump, but it's full and down leg side"
"back of a length but wide outside off, stays low and the batman chooses to let that go"
"short just outside off, <b>forces Shafiq to duck.</b>"
"full outside off but angles in sharply with the reverse swing. Uses the width of the crease to get that angle, and the defensive shot is inside edged onto his pads"
"tossed up full outside off, charges down the pitch and drives. But straight to short cover"
"full on middle, drifting down the legside as he tucks it past short fine leg"
"full outside off, driven to short cover"
"full outside off, driven extravagantly. Goes straight to extra cover"
"full just outside off, biffed to mid on off the front foot"
"back of a length just outside off, courageous stuff from Azhar to let that go. Goes just past the off stump as the keeper collects"
"length ball on off stump, swings into the right hander, allowing him to work that off his pads to the sweeper fielder on the leg side."
"back of a length outside off, sharp angle back into the batsman and another courageous leave by the batsman. Could've easily angled back slightly more and taken the top of off stump. But instead goes through to the keeper"
"back of a length outside off, punched off the back foot to short cover"
"<b>This time Azhar almost pays the price.</b> Back of a length once again and this time comes in enough to cramp Azhar. Forced to play a shot, and his punch inside edges onto his pads. Could've easily played on"
"back of a length outside off, Azhar drops his knees and gets out of the delivery's way"
"full on leg stump, Azhar tries to whip that fine on the leg side but can't make contact. The keeper has to get onto his knees to field that as the ball goes down leg"
"full on off stump, tossed up, and carefully defended off the front foot"
"short outside off, rocks back and cuts square but straight to the fielder at point"
"back of a length on off stump, sharp offspin that hits Shafiq above his pads as he tried to glance that down the leg side"
"good length on off and middle, defended off the back foot"
"back of a length on off stump, goes deep into the crease and tucks it square on the leg side. There's a sweeper-fielder for that shot"
"tossed up full on leg stump, closes the bat's face to play that towards midwicket"
"short outside off, hits the deck hard and the ball comes into the right-hander, very sharply. Shoulders his arms as the ball goes past him outside the off stump. Good carry to the keeper. Clearly bending his back while bowling"
"back of a length wide outside off, but swings in and left alone by the batsman once again. Using the scrambled seam"
"short outside off stump, forces Shafiq to tiptoe and defend that with soft hands from near his chest"
"back of a length outside off, this time he calculates the swing and gets behind the ball's line and punches that past cover and point for a beautiful uppish drive. Calls early for three, but <b>oh no, they will run four!</b> Kaushal Silva, in the deep, tries to throw it in, but it was lobbed over the second-fielder who was there to help him. Allows time for one more run"
"full on off stump, driven down the ground to mid on"
"back of a length just outside off, swings into him as he defends it off his front foot to see the over out"
"full just outside off, biffed down the ground, and past the diving bowler to mid on. The bowler's dive may have slightly distracted the non-striker, forcing the batsman to return to his crease after calling for a single"
"full on leg stump, defended back to Dilruwan"
"loopy on middle stump, no turn and the batsman dances down the wicket. Driven straight to mid on, but calls early for the run"
"full on middle stump, dug out and goes straight towards short midwicket, who dives to his left to stop the ball. Does well"
"full on off stump, driven to mid off but not timed well"
"back of a length on middle, minimal footwork back as he cuts the ball to point, but it was too close to his body. Plays it from top of middle stump, and because he played the shot so close to his body, Shafiq could not get the direction he wanted on that shot"
"loose delivery to start off, full toss wide outside off, the batsman chases at it, and muscles that towards deep extra cover. That deserved more runs, though"
"wide outside off and sharp spin into middle stump, but Shafiq was quick to get deep into his crease and punched that in front of square past cover's left as the ball races away to the extra cover boundary"
"full just outside off, sharp spin into the right hander, defended with soft hands"
"<b>charges and dispatches that!</b> The bowler pushed it wide, perhaps seeing the batsman charge, but Shafiq was up to the task. Gets to the pitch of the ball and hoicks that over mid on's head for four. Goes one-bounce into the rope"
"full on off stump, tucked to the leg with the help of Sandakan's spin"
"full on middle stump, the batsman looked like he was in two minds on where to play that. Spins sharply into him, and raps his pad but it would've gone down leg. No shot offered."
"full on leg stump, tapped towards the sweeper-fielder on the leg side. Military medium at best"
"wide outside off, rocks back and cuts to point's right"
"full on leg stump, drifting down leg and tucked to fine leg at the deep"
"full on leg stump, worked off his pads to the sweeper fielder on the leg side. Easy singles in that region."
"back of a length just outside off, defended with soft hands off the back foot"
"somewhat of an arm ball to finish the over, back of a length just outside off and punched back to the bowler."
"yorker on off stump, bunted back to the bowler"
"full outside off, stays slightly low as it is unconvincingly driven towards short cover"
"full on leg stump, driven straight to short mid on"
"full on middle and leg, prods forward to defend at it but takes the inside edge towards short leg"
"back of a length on middle stump, rocks back and works that towards the leg side"
"full on middle stump, defended with soft hands as the ball goes along the ground"
"full just outside off, driven on the up, but straight to short cover"
"full on middle, slight spin into the batsman's body. Closes the bat's face to defend that towards the leg side"
"back of a length on middle stump, no real pace to bother the set batsman, goes deep into his crease and punches that back past the bowler and to mid on"
"full on off stump, good technique to get to the ball's pitch and defend that from as low as possible"
"full on off stump, it's the wrong'un but the batsman picks it up. Defended"
"full on middle stump, defended back to the bowler"
"full on leg stump, glanced towards midwicket on the leg side"
"full on middle, premeditated paddle sweep. Gets his front foot forward and opens the bat's blade towards short fine leg. Not enough runs earned for the effort put"
"back of a length on middle, punched off the back foot to cover"
"short outside leg stump, spins further away as the ball goes down the leg side"
"good length just outside off, defended back to the bowler after Shafiq adjusts for the spin"
full on off stump and Shafiq frees his arms to drive that but can't get the sweet connection he was looking for. Goes to mid off
"full on middle stump, tucked off his hips to the sweeper fielder on the leg side. Azhar wanted the second, but Shafiq says nope"
"very full on off stump, Shafiq almost pays the price for the premeditation. Eventually swept to backward square, but rather uncomfortably"
"full on middle, worked off his toes towards midwicket"
"full on middle and off, defended off the front foot after prodding forward"
"tossed up on off stump, drives it with the turn as the ball goes to the fielder positioned at cow corner"
"Full on off stump, driven to Herath at cover. Does well to stop the ball."
"full just outside off, slightly charges down and drives to mid off. But oh no, overthrows as Lakmal throws towards the non-strikers"
"good length on middle and leg, defended"
"full on leg stump, prods forward to defend"
"full just outside off, negates the spin by seeing the ball through to his bat. Defended"
"full wide outside off, gets his full stride forward and defends"
"loopy but short outside off, punched off the back foot and past cover's right for two more. <b>The new ball is now available.</b>"
"full on middle stump, carefully defended off the front foot as the ball turns away from Azhar"
"another wrong'un, full outside off and stays low as it spins further away from him. Tries to reach at the ball but can't make any connection. Well taken by Dickwella"
"back of a length on middle, goes deep into his crease and defends that off his backfoot as the ball stays slightly low"
"back of a length on off stump, and that's glanced towards short third man for a single. <b>And that's 5000 Test runs for Azhar Ali.</b>"
"tossed up full outside off stump, easily picked by Shafiq, who sweeps it in front of square"
"full on off stump, uses his wrists to turn it towards midwicket. Straight to the fielder"
"full outside off, dances down the pitch and driven past the bowler's diving right hand to long on for one"
"full just outside off, gets inside the line of the ball and paddles that fine past the short fine-leg fielder's left. Has to give it a chase"
"full just outside off, tapped past the bowler but mid on runs in to save the one"
"full just outside off, driven back to the bowler"
"back of a length on middle stump, worked off his hips for one towards short fine leg as the batsmen need to call early for one. Quick running between the wickets"
"tossed up full outside off, gave the ball a big rip the Azhar got to the pitch of the ball early and drove beautifully past cover for three more. Bring out the replay"
"back of a length on off stump, quicker straightaway, dances down the pitch and bunts it back to the bowler"
"full on middle and leg, tries the paddle sweep but can't get bat to ball. Hits him on the back leg instead and Herath appeals for lbw as the ball goes down the leg side. Replays show that it touched his glove"
"full on off stump, carefully defended with an angling bat"
"full on middle and leg, tucked behind square to fine leg for one. The batsmen have enough time to walk through for the run"
"full just outside off, defended with soft hands towards short cover"
"short on middle stump, Azhar dances down the pitch and pads that as the ball lobs straight to short leg. <b>And that's Tea.</b>"
"good length, bending away from the corridor. Defended into the covers"
"good length, swinging away from off stump, left alone. Doesn't carry through to the keeper"
"good length, into the pads. Tucked behind square leg"
"good length, wide outside off stump. Left alone"
"length outside off stump, left alone as it shapes away"
"back of a length at off stump, tucked on the up to square leg"
"good length at off stump, defended off the outside half"
"length on middle stump, defended off the front foot"
"length, in at middle stump. Defended on the front foot"
"length at off stump, loose push on the front foot. Gets an inside edge onto pad"
"tossed up at middle stump, driven to mid-on"
"<b>dabs it to first slip.</b> Poor shot. This was slow and loopy outside off. He let it pitch - and it was wide enough to leave, especially as it was spinning away. But he reaches out for it, following the balls with his hands and ended up poking far away from his body. A simple catch for Thirimanne"
"good length at off stump, defended off the outside half"
"good length at off stump, pushed on the up into the off side"
"full and down leg side, no bat on that. Dickwella with the acrobatics"
"good length, swinging away from outside off, left alone"
"good length, wobbles inwards, but it's a nice solid stride to defend"
"back of a length outside off stump, left alone"
"full at leg stump, defended into the leg side"
"good length at middle stump, thick inside edge as he looks to defend on the front foot"
"good length on middle stump, pushed to midwicket from the crease"
"tossed up at middle stump, gets low and watches it closely as paddles this fine"
"full outside off stump, driven to extra cover"
"good length outside, offers no shot and he's struck on the pad. It wouldn't hit the stumps, appeal turned down"
"good length, tailing into the corridor. Nice timing as he defends this with a full face"
"good length at off stump, takes the bottom hand off as he pokes this into the leg side. Was looking to steal a single"
"back of a length in the corridor, defended off the back foot"
"there it is. <b>First boundary.</b> And it's nicely done. Overpitched on the toes, clipped with timing and balance through midwicket"
"good length, wide outside off, left alone"
"good length outside off stump, shaping away, too far out for a stroke"
"full at middle stump, defended down the pitch"
"length at off stump, steps out and pushes to mid-off"
"good length at off stump, defended on the front foot"
"good length at middle stump, forward defence"
"good length at off stump, defended into the off side"
"length at middle stump, defended down the pitch"
"short and wide outside off, left alone"
"back of a length, angled into the corridor. Shuffles to defend"
"back of a length outside off, left alone"
"back of a length outside off, pushes anxiously at it as it climbs on him. Thick outside edge dribbles wide of gully and backward point gives chase"
"good length at off stump, glorious straight drive but the bowler gets a hand on it"
"back of a length outside off, another gorgeous shot. This time on his toes to punch on the up. Extra cover leaps to his right and saves the boudnary"
"full at middle stump, pushes towards mid-off and calls early to complete this run"
"good length at middle stump, steps out and yorks himself. Squeezes it back down the pitch"
"length at midlde stump, down the track and drives to mid-on"
"good length, outside off, leaves it alone, probably expecting it to turn. But it comes back in"
well played. Meets this length ball at the pitch and clips it past midwicket
"floated up outside off stump, driven to short extra cover"
"good length at middle stump, stands tall and waits for it to come on before dabbing it wide of mid-on to <b>bring up his fifty</b>"
"good length at middle stump, defended to midwicket"
"good length outside off stump, left alone"
back of a length and spitting at him at an off stump. Takes the bottom hand off to drop it in front of midwicket
"good length on middle stump, pushed to midwicket on the up"
"full at middle stump, squeezed past midwicket and wide of deep square"
"good length and down leg side, flicks it to backward square leg"
"good length, pushed through outside off, left alone"
"<b>loose.</b> Looks to sweep from outside off, appears to change his mind, then goes for it anyway. Beaten"
"nicely played. Leans into this outside off, drives to deep extra"
"tossed up at off stump, steps down and drives to mid-off. Chandimal there is quick, doesn't allow the single"
"good length outside off, defended on the front foot"
"back of a length at middle stump, whips it on the up. Midwicket dives to his right but can't collect cleanly"
full and tailing into leg stump. Flicked in front of square and they beat deep square's sprint
"full and swinging into middle stump, poked wide of mid-on"
"goes wide of the crease, slants it into middle stump. Pushed on the up to midwicket"
"good length, angled in at leg stump. Defended into the leg side"
"<b>lovely.</b> Picks the offcutter, waits for it to land in his zone outside off and taps it past the non-striker"
"good length at off stump, 90kph, played into the leg side from the crease"
"back of a length outside off, punched firmly to extra cover, who misfields and deflects it wide of mid-off"
"good length at off stump, defended to short leg"
"good length at middle stump, shuffles and flicks to deep midwicket"
"good length at middle stump, defended into the leg side"
"back of a length at leg stump, spins way down leg, left alone"
"good length at off stump, bunted to midwicket off the inside half"
"good length at middle stump, defended to midwicket"
"<b>nearly chips to short midwicket.</b> Overpitched at middle stump, flicked firmly. It falls short"
good length and down leg side. Dickwella quickly moves to gather and whip the bails off. Nicely done
"good length, shaping in at off stump. Punched to mid-on"
"overpitched outside off, leans in to drive classily but mid-off slides to his left to cut it off"
"good length at off stump, dabbed through point from the crease"
"good length, middle and off. Defended into the off side"
"good length outside off, pushed to extra cover. Wasn't to the pitch of that"
"back of a length on middle stump, goes deep in the crease and whips to deep midwicket"
"good length at middle stump, defended into the leg side off the back foot"
"good length, pushed through at middle stump. Flicks it past midwicket"
"tossed up outside off stump, poked through the covers. Extra cover and point give chase and keep it to one"
"full on middle stump, slight inswing, punched on the up to midwicket"
"back of a length just outside off, driven comfortably to short cover"
"back of a length just outside off, drops the pace slightly, defended off the back foot"
"full outside off, driven back to Karunaratne off the front foot"
"full on leg stump, drifts down the leg side and the keeper cannot collect either. First slip has to race behind to retrieve the ball"
"full wide outside off, prods towards the offside and punches it to short cover off the front foot"
"full on off stump, gets behind the line of the delivery and works the ball off his toes towards midwicket"
"tossed up full on leg stump, glanced towards short leg"
"full on middle stump, gets his back foot out of the way and whips the ball (using his wrists) to the sweeper-fielder on the leg side."
"back of a length just outside off, goes deep inside the crease and punches the ball down the ground and back past the bowler"
"full on leg stump, worked off his pads towards backward square"
"full on middle, drifts into the batsman's arc, but he resists the temptation for a slog. Defended with soft hands"
"full on middle stump, swept aggressively from outside off, flies past backward point for four more"
"full on off stump, dances down the pitch and drives to long on"
"good length just outside off, displays the bat's full face, and it takes the outside edge to go past the first-slip fielder"
"back of a length on middle stump, turns into the batsman as he glances the ball down towards short fine leg"
"full just outside off, prods forward and defends off the front foot"
"full on middle, comes down the ground and plays a wristy whip to cow corner"
"full on off stump, gets inside the line of the ball and tapped past midwicket for a single. <b>Starts the over from around the wicket</b>"
<b>and punished!</b> Too full outside off and that's caressed through the cover region for four. An exquisite drive.
"full just outside off, spins slightly into the batsman, and takes the outside edge of his blade"
"full on off stump, closes the bat's face and tucks the ball towards backward square"
"full just outside off, misses the swing as the ball hits the back of his bat. Through the shot too early"
"full just outside off, uses the straight bat this time. Driven straight to mid on"
"full on leg stump, goes down the leg side and the keeper can't collect. The batsmen consider running through, but better sense prevails"
"full just outside off, opens the bat's face and sends that towards gully. But there's a fielder stationed there"
"good length on middle, uses the turn to work the ball behind square on the leg side. Dribbles away to fine leg"
"full just on off stump, defended back to the bowler"
full on middle and bunted back to Dilruwan
"good length on off stump, comes down the wicket and works the ball on the leg side. But straight to midwicket"
"back of a length just outside off, sharp spin into the batsman and he punches that off the back foot from in front of middle stump. But straight to cover"
"good length on middle, charges down and defends with a straight bat"
"back of a length just outside off, opens the bat's face to work that towards gully"
"full on middle, goes deep into the crease and punches that towards mid on"
"full and wide outside leg stump, tries the sweep fine, but can't get bat to ball. Good take by Dickwella"
"back of a length outside off, the batsman moves towards the leg side and plays an extravagant backfoot drive to deep extra cover"
"back of a length just outside off, offspin, backs away and muscles the ball to short cover"
"tossed up full outside off, no spin this time and Babar can't time the drive well. The cover drive goes awfully straight, and back to the bowler"
"full just outside off, defended with the bat's open face"
"full just outside leg, defended"
"back of a length on off stump, charges down the wicket and defends the ball back to Dilruwan"
"fullish outside off, defended back to Dilruwan. <b>A maiden over</b>"
"tossed up full on leg stump, whips that off his toes and gets it fine behind square"
"short and wide outside off, waits for the spin into his body and cuts that square on the off side. No one in the infield, but there's a sweeper"
"full on leg stump, spins further away and down the leg side. Dickwella can't hold onto it. More extras"
"full on leg stump, goes deep into the crease and shuffles towards the off side to tuck the ball square on the leg. Sweeper-fielder cleans up"
"tossed full on middle stump, defended back to the bowler"
"back of a length wide outside off, no spin this time and he plays through the ball's line square. Goes to the fielder in the deep"
"tossed up full outside off, defended"
"full just outside off, too close to his body for the cut, almost plays on"
"back of a length just outside off, misses the cut once again"
"full on middle stump, spins away and takes his pads before popping up over an imaginary leg-slip"
"full just outside off, plays the wrong line as his defense misses the ball. Goes past his outside edge"
"full just outside off, defended towards the leg side in front of square"
"full on off stump, defended with soft hands. No spin"
"full on off stump, gets his front foot forward and defends"
"full on off stump, charges down and drives that back past the bowler, and beats the diving mid off fielder. Races away for four. Easy on the eyes"
"full on middle stump, defended back to Herath"
"tossed up full just outside off stump, shows the full face of the bat in his defense"
"full on off stump, defended back to the bowler"
"back of a length just outside off, bunted back to the bowler"
"full just outside off, played with the bat's open face towards the off side"
"flatter, and full on middle stump, goes deep into his crease and tucks the ball towards the legside"
"full just outside off, driven down the ground, and back to the bowler"
"full just outside off, worked towards midwicket off the front foot"
"full outside off, stays low but defends it with ease"
"tossed up full on leg stump, worked off his toes towards the umpire at backward square"
"full on middle and leg, gets to the pitch of the ball and works it to midwicket"
"full just outside off stump, prods forward and misses the defense. Appeals for lbw, but impact was outside off stump Plus it was a bat-pad"
"full just outside off, worked with the spin towards midwicket"
"full on off stump, defended"
"full just outside off, charges down and drives that straight to extra cover"
"full on off stump, driven down the ground to the bowler"
"full just outside off, defended along with the spin"
"back of a length, stays low as he turns the ball behind square for a single"
"full on leg stump, worked towards short leg"
"full on middle and leg, tucked in front of square on the leg side. Watchful cricket from the set Azhar"
"full just outside off, spins slightly into the batsman's arc, as he drives the ball to mid on"
"back of a length to start the proceedings, it's outside off stump and punched off the back foot to deep cover"
"back of a length just outside off, angles into the right hander, who defends it from chest high"
"good length on off stump, angles into Azhar, who works the ball off his hips to midwicket. <b>He's scored zero runs off the last 16 balls.</b>"
"back of a length on off stump, stays slightly low and punched back to Pradeep"
"menacingly short outside off, Azhar gets down on one knee and lets the ball go over his head"
"good length outside off, tails slightly in. Defended off the back foot to mid off"
"he will survive. Back of a length on off stump, and he bunts the ball to mid on"
"back of a length outside off stump, waits for the ball to come to him and defends it off the back foot. Ensures he plays that with soft hands with three infielders near the bat"
"full on off stump, defended with the bat's open face"
"full just outside off, pushes towards point and calls early for one. <b>They need to hurry!</b> But the throw is not good. Mid off does well to back up, and ensures there are no overthrows"
"full just outside off, defended with the straight bat"
"full on middle stump, driven back to the bowler"
"short outside off stump, flies after pitching. Dickwella has to jump high to catch that. <b>First bouncer of the over, says umpire Llong</b>"
"back of a length outside off, defended off the back foot"
"yorked on off stump, dug away to mid on"
"<b>Oh Babar, what have you done?!</b> He's gone. It's a bad delivery, pitching on middle and going down the leg side but Babar decides to work that fine down the leg side. Can't get the necessary connection, and instead edges it. Dickwella moves to his left and completes the catch. <b>That wicket will also mean that it is stumps.</b>"
"what a start to the day. And his career. He'll remember this a long time. Back of a length, wide outside off. Stays firm in his stance, slices it past point"
"well played. Back of a length in the corridor, waits on it and dabs it past backward point. Azhar sprints back, they have three"
"full on off stump, defended back down the pitch"
"back of a length at off stump, defended on the back foot"
"arm ball, skids on in the corridor from a length, under-edges the cut to short third man"
"96kph, good length at off stump, defended off the inside half"
"full at off stump, sweetly timed drive, straight to short extra"
"length at off stump, defended down the pitch"
"good length in the channel, behind the line to defend"
"good length, angled in at off stump. Defended down the pitch"
"good length at middle stump, pushed to midwicket on the up"
"back of a length in the corridor, poked to extra cover"
"bouncer at leg stump, ducks under it"
"good length outside off stump, left alone"
"good length outside off stump, left alone"
"good length at off stump, defended into the off side"
"back of a length at off stump, defended from the crease"
"full at off stump, defended down the pitch"
"good length at leg stump, defended off the inside half"
"back of a length on off stump, defended off the back foot"
"back of a length at off stump, defended off the back foot"
"good length outside off, defended on the front foot"
"back of a length in the corridor, puts a short stride forward and taps it on the up through the covers"
"<b>top edge</b> on the hook. The short one hurries him, climbing at his ribs. It lobs and lands wide of fine leg"
"back of a length at middle stump, pushed to midwicket on the up"
"bouncer at middle stump, enough time to duck under it"
"bouncer at middle stump, awkward response. No shot offered, but no effort to get out of the way either. He cops it on the bicep"
"good length at off stump, defended on the front foot"
"arm ball, length at off stump. Pushes slightly away from the body after going back, inside edges onto his boot"
"good length at leg stump, pushed wide of midwicket"
"good length outside off stump, big stride to defend into the off side"
"good length at off stump, steps out and pushes it down the pitch"
"good length outside off stump, steps out and pushes to midwicket"
"good length outside off, left alone, zips through to the keeper at a nice height"
"sweeeeeet. Length ball with a lot of width. Not too much feet movement, but the hands come down beautifully as he reaches out and caresses it through the covers"
"looks to bounce him, but it's down leg. Ducked under it"
"good length outside off stump, left alone"
"bouncer, too short for this pitch, easily ducked"
"good length outside off, puts the weight forward, pushes it to deep point"
"full at middle stump, pushed down the pitch with a full face"
"overpitched on middle stump, drives it back at the bowler"
"good length and into the pads, defended to midwicket"
"good length on leg stump, defended to short leg off the inside half"
"back of a length in the corridor, flicks it straight to short leg off the back foot"
"full at leg stump, defended to short leg"
short and into the body. Leaps into the off side and flicks aerially between forward and backward short leg. But he gets it between deep square and fine leg
"bouncer, down leg side, lets it go"
"back of a length at leg stump, in control as he whips this to deep square"
"good length outside off stump, left alone"
"good length at middle stump, pushed to midwicket on the up"
"good length outside off, reaches out and slices on the up to deep point's left"
"good length at middle stump, tapped through square leg off the back foot"
"full outside off stump, struck on the pad and the appeal is turned down. He was well outside off stump as he was struck. Might have been an edge on it too...oh but <b>they've reviewed.</b> There appears to be a glove on the replay. More importantly, you can see two-and-a-half stumps as they check for contact with bat or glove. Yes. Struck well outside off. Decision stands."
"beautiful. Tossed up outside off, brings out a straight bat on this occasion. Sweetly driven wide of mid-off"
"good length at off stump, defended down the pitch"
"good length at off stump, gets down the track and pushes back at the bowler"
"good length at off stump, defended into the off side"
"good length outside off stump, left alone"
<b>drills it hard</b> and it falls just short of mid-off. He was down the track quickly to meet this at the pitch
"length outside off stump, leaves it alone"
"good length outside off, prods forward and gets a thick inside edge that fizzes past short leg"
"good length at off stump, keeps low as he defends on the front foot"
"<b>well taken!</b> Samarawickrama leaps to his left at short midwicket and holds on with two hands. It was dipping on him and he did brilliantly to keep his balance while getting his hands under it. Azhar had been using his feet for a while against Perera. But Herath is much slower in pace. This one dips and beats him in flight at a middle stump line and it's a feeble flick. A good innings, but he won't be happy with how easily it has ended"
"back of a length at middle stump, pushes through midwicket off the back foot"
"full outside off stump, driven to extra cover"
"good length at middle stump, gets the bat in front of the pad and defends"
"full toss at middle stump, punches it straight to mid-on"
"back of a length at leg stump, pushed through midwicket off the back foot"
"good length at off stump, defended into the off side"
"full at off stump, defended on the front foot"
"good length at off stump, defended on the front foot"
"good length outside off stump, gets down and sweeps it to long leg"
"back of a length at off stump, defended on the back foot"
"back of a length outside off stump, pushed down the pitch off the back foot"
"full at middle stump, tapped to mid-on"
"good length at middle stump, defended to midwicket"
"length at middle stump, quickly down the pitch to whip it to deep square"
"good length, pitches outside leg and squares him up as he shapes to flick this. Outside edge rolls past slip"
"poor ball. Full toss and wide outside off stump, easily punched wide of mid-off"
"<b>lovely shot.</b> Gets down the pitch, meets it a length and maintains his balance so nicely as he offers the full face to lift this over long-on"
"good length at middle stump, shovelled on the up to mid-on"
"tossed up at off stump, big inside edge as he pushes forward. Safely wide of short leg"
"full at middle stump, exposes his stumps and gets the bowler interested for a moment. But he controls the sweep and gets it well to the right of long leg"
"full outside off stump, driven to extra cover's left"
"dropped short outside off, keeps low, tapped to point"
"back of a length in the corridor, squeezed to backward point off the back foot"
"good length outside off stump, defended on the front foot"
"back of a length in the corridor, inside edge into the pitch as he bunts with an angled bat"
"short and in the corridor, not too much room but his hands are quick. Carves it past point"
"good length at middle stump, defended to mid-on"
"well played, straight to the fielder. Good length outside off, driven on the up to short extra"
"short and wide, climbs into the cut shot but he hits it straight to backward point"
"bouncer, too short, easily ducked. Called a wide, in fact"
"good length outside off, defended to extra cover"
"tossed up at off stump, pushed back down the pitch"
"tad short outside off, deep in the crease to chop it to point"
"good length at off stump, pushed to midwicket on the up"
"back of a length at off stump, tapped straight to midwicket"
"good length at off stump, defended to midwicket"
"tossed up at middle stump, pushed back down the pitch"
"back of a length at off stump, looks to pull. Inside edge onto thigh guard"
"<b>plays on!</b> He got a feel of the pitch just one ball ago, swiping from wide outside off. Goes for the same shot again. This one is shorter and climbing. It's wider too. Inside edge on the hook, thuds into the stumps"
"back of a length, angled across off stump. Poked to backward point off the back foot"
"good length, tailing away from outside off. Pokes at it and is beaten on the outside edge"
"good length at off stump, defended down the pitch"
"short at the hips, flicked aerially towards long leg"
"good length at off stump, defended into the off side"
"length outside off stump, defended down the pitch"
"back of a length at off stump, defended off the back foot"
"good length outside off, pokes at it and gets a big outside edge that runs past slip"
"good length at off stump, defended off the outside half"
"good length at middle stump, turned through square leg with soft hands. Allows him to come back for a second"
"back of a length in the corridor, defended off the outside half"
"back of a length at off stump, defended off the back foot"
"good length outside off stump, left alone"
"back of a length at off stump, defended off the back foot"
"bouncer, flies over leg stump. And the batsman. Who had ducked"
"yorker at off stump, defended into the off side"
"tossed up well outside off, left alone"
"back of a length at middle stump, whipped off the back foot through the open midwicket area"
"good length at off stump, defended on the front foot"
"length at off, forward defence"
"back of a length in the corridor, pushed to extra cover off the back foot"
"good length at leg stump, defended off the front foot"
"length in the corridor, defended from deep in the crease"
"good length at off stump, solidly defended to extra cover"
"short one, jags back after pitching. But he watches it carefully and drops it behind square off the back foot"
"<b>big lbw appeal</b> and the finger is raised. Length ball, looks to be smashing into the off stump on first glance. It has nipped back after pitching on off, and Amir is late on the forward defence. He has reviewed it. But he won't survive. This is the old 'hit the top of off stump' from the fast bowler. No inside edge on it, plumb"
"good length, angled in at off stump. Shuffles and taps this to short leg"
"good length at off stump, defended to mid-on off the inside half"
"wrong'un, tossed up wide outside off, left alone"
"tossed up at off stump, driven straight to short extra"
"back of a length, pushed down leg side. Another wrong'un. Beats the attempted flick"
"full outside off, left alone"
"wrong'un spins back at middle stump on a length, dabs it fine off the inside edge and comes back for the second as long leg runs to his left and unleashes a flat throw. It's been <b>sent upstairs</b> for the run-out, but he's safe."
"full at off stump, tapped back down the pitch"
"well bowled but <b>superbly driven</b> past mid-on. This one swings in from outside off, and it's full. But so well played. Shuffles to protect his off stump, offers the full face and holds the pose"
"good length outside off, not quite swinging in this time and he gets a thick outside edge through point as a result as he looks to drive"
"<b>swings it the other way.</b> Takes it away from off stump, good length. Beats the outside edge"
"short one, sways away easily"
"another short one, 121 kph. Ducks under it"
"good length at off stump, defended into the leg side"
"wrong'un, length outside off stump. Left alone"
"back of a length outside off, tucked against the turn, wide of mid-on"
"wrong'un, good length at off stump. Dabbed on the front foot through point"
"full at off stump, tapped with a full face"
"tossed up at off stump, pushed into the off side"
"back of a length at middle stump, quickly onto the back foot, nudges it through midwicket"
"short and wide, spins in marginally and foils his plan to cut. Under-edge into the pitch"
"good length outside off stump, defended down the pitch"
"back of a length outside off stump, poked through point on the up"
spins past the outside edge as he stretches forward
"good length at middle stump, inside edge as he looks to defend. Flies past short leg"
"length at middle stump, defended off the inside half"
"full at off stump, driven straight to extra cover"
"tossed up outside off, left alone"
"full at off stump, reaches the pitch and drives to sweeper cover"
"wrong'un, back of a length at off stump. Follows it with his hands and dabs it past slip"
"wrong'un, pushes him on the back foot and pings him on the pad at a leg stump line. He was looking to flick"
"short and wide outside off stump, looks to stab it through point. Under-edge"
"drifts it in at a length on off stump, draws him forward and beats the outside edge"
"length at off stump, defended off the inside half"
"arm ball, strikes him in front of leg stump even as it angles down. Dickwella screeches. Not out"
"length at leg stump, defended off the inside half"
"full outside off, stretches his hands and looks to clobber this cover drive. Mistimed. Extra cover cleans up"
"<b>gets him off the last ball!</b> Classic Rangana. Four balls angled in, one pushed wide, and now another drifting in towards off. Full and drawing him into playing a drive. It's a feeble attempt at one from Yasir. Gets an edge off the low part of his bat and first slip holds on comfortably"
"short and wide outside off, leaves the first ball alone"
"short outside off, and tiptoes to cut the ball away past point. Slightly in the air"
"back of a length just outside off, tails slightly in and defended off the back foot. Oh, no, it's a no ball."
"full outside off, slight swing into the batsman and stays low as well. Shuffles back and tries to get bat to ball but it goes under his blade. Quick"
"short on off stump, Hasan ducks away as the ball goes over his shoulders"
""
"a fuller one to end the over, dead straight on middle stump. Shuffles back and defends that back to Pradeep"
"full wide outside off, charges down and drives effortlessly. Plays with the spin, and caressed past cover"
"back of a length outside off stump, rocks back and punches to short cover"
"full outside off, bunted back to Herath"
"full just outside off, defended back to Herath once again"
"full on middle stump, works it off the back foot past short leg"
"tossed up full on off stump, gets his back foot out of the way and punches down the ground to long on"
"full outside off, lets it go"
"back of a length outside off, pokes at the ball and gets enough contact to send it towards deep point for a single"
"back of a length outside off stump, defended off the back foot"
"pitched it short outside off stump, goes over the batsman's head, who slightly ducks"
"back of a length just outside off, jumps out of the pitch and gets an awkward bounce. Hasan fends that awkwardly from near his chest. <b>Also a no ball</b>. Slightly unlucky, as his foot was on the line"
"good length on middle stump, tucked away off the back foot to midwicket"
"full on off stump, driven to short cover"
"loopy delivery that falls on leg stump, defended with the bat's open face"
